SNAC_95,SNAC_99,SNAC_9999,SNAC_origin,Lipschitz_constant,CL1,CL2,CLi
90.84074869591899,86.14605707272169,53.9582694077938,0.0,122.72506867841972,5.29267442069097,0.9858677031910963,0.05924628346135319
87.81834918686714,82.55599877262964,46.47131021785824,13.50107394906413,122.72506867841972,2.4976695171884833,0.5822781504157806,0.036424044094624755
90.93280147284443,86.22276772015955,54.40319116293342,13.50107394906413,122.72506867841972,4.023852524692023,0.5879560295516341,0.04906352559437948
91.74593433568579,85.71647744706965,49.04878797177048,22.123350721080087,122.72506867841972,1.371553964400573,0.15410492448901003,0.01648763895834008
91.05553850874502,82.17244553544032,43.90917459343357,14.805154955507824,122.72506867841972,1.749431031184534,0.22560524016498823,0.008091620434416129
91.76127646517337,85.99263577784596,49.50905185639767,23.028536360846886,122.72506867841972,1.1352277015880547,0.12409411510240902,0.013927186596469915
92.37496164467628,87.5575329855784,53.72813746548021,42.48235655108929,122.72506867841972,0.14485455702956304,0.002872060534865645,0.0021064987937235206
91.05553850874502,84.99539736115374,46.90088984351028,15.679656336299479,122.72506867841972,0.02202602505114898,0.0035689733664220624,0.00040005927692340486
92.528382939552,87.60355937404111,54.01963792574409,46.07241485118134,122.72506867841972,0.14689052119468846,0.022239542976017868,0.0006309250140171237
93.05001534212948,88.66216630868365,56.673826327094204,22.123350721080087,122.72506867841972,4.733320241440127,0.4655107259685421,0.05904601832876677
92.22154034980055,87.52684872660325,51.70297637312059,25.698066891684565,122.72506867841972,4.326067240715726,0.6297010240095433,0.03127354349563001
93.12672598956735,88.70819269714636,57.02669530530838,32.6940779380178,122.72506867841972,4.899254926450244,0.8490810471228244,0.04596532286480261
92.43633016262658,87.87971770481742,56.27493096041731,42.48235655108929,122.72506867841972,5.149461463637261,0.7480712452401297,0.04373927974534698
91.14759128567044,85.86989874194538,49.95397361153728,22.721693771095428,122.72506867841972,4.419603900045616,0.3975893150408039,0.053854648502001334
92.5897514575023,87.94108622276772,56.61245780914391,50.398895366676896,122.72506867841972,3.4531615908947964,0.4972526253161889,0.05696980606475481
93.18809450751765,88.6314820497085,55.0935869898742,50.1687634243633,122.72506867841972,0.9003862271573781,0.1281547326814577,0.016009562362159363
92.39030377416385,87.15863761890151,49.57042037434796,23.350721080085915,122.72506867841972,1.7952505945509354,0.1422410239339565,0.008426802232213702
93.31083154341823,88.67750843817122,55.41577170911322,53.23718932187788,122.72506867841972,1.1572903137001513,0.21362939986355403,0.012634628741258295
93.23412089598037,88.87695612150966,57.394906413010126,50.1687634243633,122.72506867841972,4.765097855245915,0.5023659542373808,0.04463627950955262
92.46701442160172,87.75698066891684,52.33200368211108,29.917152500767106,122.72506867841972,1.8093575663990458,0.5920044139178634,0.03925000207440939
93.35685793188094,88.92298250997239,57.73243326173673,57.134090211721386,122.72506867841972,2.5855675866975645,0.8038674808692535,0.0696861110677405
95.07517643448911,90.30377416385394,48.726603252531454,0.0,283.0893642240544,1.15701261267052,0.2908083305211909,0.013689084607347985
91.86867137158637,84.85731819576557,41.36238109849647,10.754832770788585,283.0893642240544,2.028202966030498,0.16738830546346367,0.013752727061677305
95.21325559987726,90.6719852715557,49.386314820497084,10.754832770788585,283.0893642240544,2.093648079091674,0.2091281762181036,0.01547153939726637
99.52439398588524,92.09880331389996,49.06413010125805,0.0,283.0893642240544,3.54684373353266,0.383416110229986,0.02562095296111729
98.94139306535747,88.27861307149432,42.144829702362685,3.8662166308683643,283.0893642240544,3.4687337615493816,0.37297928672861935,0.018951311297026305
99.55507824486038,92.23688247928813,49.55507824486039,3.8662166308683643,283.0893642240544,3.7749267985446693,0.4111128933798051,0.027222553816970675
96.62473151273397,90.56459036514268,48.37373427431727,29.76373120589138,283.0893642240544,1.416682430902157,0.1253414662352867,0.006108027069691826
92.65111997545259,83.95213255599877,39.598036207425594,8.514881865602947,283.0893642240544,1.6941437000445305,0.09731322727224624,0.008221323916970905
96.67075790119668,90.94814360233201,49.11015648972077,32.847499232893526,283.0893642240544,1.9352934229879495,0.18772626887691435,0.00804278575230818
99.69315741024855,96.2718625345198,56.35164160785517,0.0,283.0893642240544,1.877807800757638,0.1826283235775114,0.011787748468496244
99.21755139613379,93.55630561521939,50.306842589751454,13.60846885547714,283.0893642240544,2.2916803803392147,0.16879003190210293,0.011767047023321429
99.75452592819883,96.33323105247008,56.79656336299478,13.60846885547714,283.0893642240544,3.0998560659458287,0.22175351414070327,0.012272589976283202
96.74746854863454,91.60785517029764,50.383553237189325,29.76373120589138,283.0893642240544,2.898129296526912,0.21423653890107483,0.010400706404677175
92.97330469469162,85.70113531758209,42.651119975452595,14.528996624731512,283.0893642240544,2.038807963749373,0.156871465376959,0.01025438874062443
96.82417919607242,91.9146977600491,50.93586989874195,36.51426818042344,283.0893642240544,2.7688355497596366,0.23920317479437436,0.009361264602147899
